crop,maturity_stage,hours_since_harvest,temperature_c,humidity_percent,ethylene_ppm,voc_index,co2_ppm,weight_loss_percent,spoilage_risk
Banana,Ripe,176,22.75,82.43,1.223,2.947,684.8,3.57,Medium
Banana,Unripe,192,22.09,51.63,0.51,3.271,343.9,8.86,Low
Brinjal,Semi-Ripe,69,26.8,51.34,0.369,2.95,467.3,1.82,Low
Mango,Unripe,71,23.43,53.43,0.381,3.761,458.2,0.0,Low
Banana,Ripe,175,24.04,68.11,2.539,2.93,730.5,3.15,Medium
Mango,Ripe,102,23.88,82.43,0.503,1.647,771.0,3.96,Low
Mango,Unripe,16,29.09,60.77,0.705,3.154,550.9,2.01,Low
Banana,Ripe,29,26.07,62.28,4.363,2.687,607.8,4.68,Low
Banana,Unripe,90,26.29,65.41,0.598,1.867,604.4,5.35,Low
Tomato,Semi-Ripe,65,29.39,74.87,1.271,3.02,346.4,2.71,Low
Tomato,Unripe,28,26.43,62.27,2.106,2.587,583.8,0.0,Low
Brinjal,Ripe,188,25.89,61.6,2.036,1.834,377.6,2.45,Low
Banana,Unripe,110,28.88,51.86,0.394,2.304,479.4,3.76,Low
Onion,Ripe,170,29.67,61.14,0.607,4.055,636.8,1.72,Medium
Tomato,Ripe,0,26.41,82.13,1.236,4.019,509.7,1.84,Low
Mango,Unripe,96,27.32,69.09,3.859,2.707,632.3,6.21,Medium
Mango,Unripe,115,23.87,59.12,0.587,2.563,655.9,4.5,Low
Brinjal,Unripe,139,23.56,82.83,0.708,0.924,300.0,4.25,Medium
Banana,Ripe,233,30.08,60.98,1.341,4.391,300.0,3.42,Medium
Banana,Unripe,110,28.78,85.04,1.543,3.64,639.5,4.15,Medium
Onion,Semi-Ripe,117,28.82,84.84,1.61,3.327,644.3,3.44,Low
Tomato,Ripe,215,28.12,68.67,0.553,0.1,530.8,5.51,Medium
Onion,Unripe,96,27.18,50.02,0.689,2.545,547.1,4.96,Low
Mango,Semi-Ripe,95,29.79,95.0,1.163,2.36,607.2,5.26,Low
Tomato,Unripe,38,30.74,72.65,2.42,3.251,604.9,3.19,Medium
Banana,Ripe,174,30.64,64.11,0.846,2.004,463.5,5.51,Medium
Mango,Semi-Ripe,4,26.6,79.47,0.985,2.245,614.7,1.63,Low
Brinjal,Ripe,52,32.55,76.43,0.488,3.181,458.4,5.16,Low
Brinjal,Unripe,100,27.91,83.73,3.685,1.649,529.2,2.1,Low
Banana,Ripe,104,29.53,60.05,1.114,1.869,524.0,3.37,Low
Brinjal,Semi-Ripe,9,28.13,71.82,2.126,2.713,396.9,4.83,Low
Tomato,Unripe,127,27.99,53.77,1.021,3.972,410.8,3.16,Low
Mango,Semi-Ripe,234,24.06,76.0,1.062,3.389,768.1,2.89,Medium
Tomato,Unripe,25,29.81,67.72,0.35,3.683,393.0,2.06,Low
Brinjal,Ripe,118,38.38,71.37,0.222,2.57,544.4,6.42,Medium
Brinjal,Ripe,141,25.5,66.24,2.402,4.145,569.6,0.1,Low
Brinjal,Ripe,78,27.28,64.99,1.056,0.585,493.5,3.62,Low
Mango,Semi-Ripe,138,25.22,57.58,1.155,4.724,580.6,3.01,Medium
Onion,Ripe,82,25.05,77.49,0.417,4.867,539.5,3.18,Low
Brinjal,Ripe,38,33.18,85.88,0.531,3.002,395.6,2.33,Low
Banana,Semi-Ripe,202,24.31,61.32,2.104,3.415,564.4,6.65,Medium
Mango,Unripe,240,25.1,74.64,3.381,2.458,434.6,5.48,Medium
Onion,Unripe,93,20.65,73.19,0.647,2.269,708.9,5.43,Low
Brinjal,Semi-Ripe,22,23.97,68.1,1.6,1.828,551.5,5.08,Low
Onion,Semi-Ripe,39,20.17,49.68,1.142,2.446,416.0,3.02,Low
Mango,Semi-Ripe,215,29.53,52.38,0.919,3.112,541.1,4.43,Medium
Banana,Ripe,212,38.2,58.63,3.656,2.962,389.0,5.72,Medium
Tomato,Unripe,118,25.53,42.33,0.728,4.685,530.9,4.94,Medium
Banana,Unripe,210,20.33,84.9,2.383,2.61,472.9,2.94,Medium
Banana,Semi-Ripe,53,30.6,72.41,1.306,0.862,400.8,3.56,Low
Onion,Ripe,96,24.09,67.64,0.988,4.309,399.3,3.2,Low
Brinjal,Ripe,27,32.2,41.72,2.613,1.157,792.2,2.07,Low
Onion,Ripe,131,25.87,46.11,1.225,1.885,511.0,2.83,Low
Onion,Semi-Ripe,168,24.47,67.97,0.935,2.799,448.2,3.39,Low
Tomato,Semi-Ripe,231,26.29,91.65,2.626,2.959,427.4,7.53,Medium
Onion,Semi-Ripe,181,30.03,59.62,2.398,0.91,556.5,4.02,Medium
Tomato,Unripe,160,26.09,78.37,2.32,1.679,423.4,6.48,Medium
Banana,Ripe,162,25.01,62.24,0.066,0.871,368.6,4.68,Medium
Onion,Ripe,151,26.2,68.66,1.361,3.184,496.1,2.27,Low
Brinjal,Ripe,101,21.91,82.58,1.16,3.802,495.2,4.06,Medium
Onion,Semi-Ripe,120,28.59,63.85,0.976,1.156,450.0,1.8,Low
Banana,Ripe,41,19.85,59.72,1.532,3.595,393.0,4.08,Low
Brinjal,Unripe,4,25.22,85.02,1.2,3.524,453.1,2.17,Low
Banana,Semi-Ripe,190,30.04,68.55,1.607,1.775,443.6,6.32,Medium
Onion,Unripe,119,28.21,81.09,0.829,0.319,427.0,6.51,Low
Tomato,Semi-Ripe,209,29.36,59.78,2.854,1.322,533.2,1.88,Medium
Mango,Ripe,29,26.74,84.88,1.725,1.845,767.1,2.02,Low
Brinjal,Semi-Ripe,94,31.68,71.28,1.462,4.196,659.8,1.45,Low
Banana,Ripe,62,30.7,73.22,1.413,2.37,733.0,7.13,Low
Onion,Ripe,202,28.78,69.58,2.248,1.392,431.9,4.13,Low
Banana,Unripe,90,30.71,61.93,2.045,2.663,701.0,1.21,Low
Tomato,Ripe,153,30.0,67.98,0.924,1.075,527.3,8.37,Medium
Brinjal,Unripe,20,25.24,62.69,2.0,3.066,618.4,1.43,Low
Mango,Semi-Ripe,127,21.62,79.51,1.13,1.425,554.9,1.1,Low
Banana,Semi-Ripe,106,28.68,65.56,3.826,1.584,458.8,1.69,Low
Tomato,Unripe,147,29.18,50.04,2.156,2.913,586.3,4.52,Medium
Onion,Semi-Ripe,141,31.36,47.85,0.645,4.425,558.2,4.27,Medium
Banana,Ripe,25,23.25,47.28,5.112,4.918,300.0,1.3,Low
Onion,Unripe,12,23.37,75.42,0.23,1.356,485.1,1.77,Low
Banana,Unripe,30,28.84,54.18,1.562,1.844,604.7,2.96,Low
Onion,Semi-Ripe,52,26.72,71.6,0.614,3.067,533.3,5.51,Low
Mango,Unripe,175,19.46,69.64,3.734,3.786,556.3,5.2,Medium
Tomato,Unripe,64,28.5,67.22,1.194,0.12,409.8,2.25,Low
Banana,Semi-Ripe,233,19.59,73.26,0.574,2.596,530.7,4.88,Medium
Tomato,Semi-Ripe,20,23.22,69.9,0.83,1.964,488.4,4.13,Low
Onion,Ripe,122,32.41,35.48,0.607,0.384,475.6,6.99,Low
Onion,Semi-Ripe,172,34.3,64.12,0.807,1.029,418.5,2.58,Low
Mango,Unripe,13,22.14,73.1,0.794,1.875,609.8,4.66,Low
Tomato,Semi-Ripe,123,25.68,87.68,0.591,2.565,541.5,3.41,Low
Brinjal,Unripe,16,27.17,88.24,1.208,3.609,529.3,0.0,Low
Brinjal,Unripe,190,34.12,51.64,1.315,2.89,746.1,1.5,Medium
Brinjal,Ripe,112,25.03,63.8,0.498,3.542,556.9,6.25,Medium
Banana,Semi-Ripe,208,25.09,49.21,0.313,2.529,644.1,7.61,Medium
Banana,Semi-Ripe,158,33.19,86.24,1.243,1.725,532.8,3.37,Medium
Mango,Semi-Ripe,76,25.5,80.15,1.451,2.298,457.6,3.03,Low
Mango,Unripe,37,29.89,72.21,1.667,3.265,372.9,0.0,Low
Brinjal,Ripe,38,21.09,69.99,1.471,3.636,529.0,4.33,Low
Onion,Unripe,7,26.32,84.57,3.007,2.337,300.0,2.53,Low
Mango,Ripe,72,20.36,82.54,2.01,1.478,532.7,0.57,Low
Mango,Ripe,175,22.78,81.9,6.527,2.869,537.8,4.97,Medium
Banana,Unripe,85,30.36,73.48,8.762,3.026,473.9,1.02,Low
Tomato,Unripe,35,26.8,63.81,0.292,3.856,488.9,3.92,Low
Brinjal,Ripe,19,25.72,77.21,0.215,1.753,349.9,0.78,Low
Tomato,Unripe,105,24.01,77.79,0.995,1.765,666.3,4.37,Low
Brinjal,Unripe,50,26.12,65.71,1.423,3.332,459.5,1.92,Medium
Onion,Ripe,176,28.2,63.79,0.948,2.052,383.3,0.35,Medium
Onion,Unripe,81,30.93,81.6,1.636,2.005,565.4,5.27,Low
Tomato,Semi-Ripe,30,16.5,87.97,0.828,3.88,513.3,4.75,Low
Banana,Semi-Ripe,65,23.67,59.01,0.615,0.992,457.0,2.34,Low
Banana,Semi-Ripe,106,27.64,64.84,0.684,4.762,444.3,4.27,Low
Banana,Unripe,9,26.6,72.21,0.869,1.826,499.3,3.4,Low
Brinjal,Semi-Ripe,26,28.61,73.84,1.805,3.453,661.5,3.66,Low
Onion,Semi-Ripe,231,28.07,61.73,0.711,2.38,556.3,8.38,Medium
Banana,Ripe,83,25.78,90.6,0.817,2.798,495.9,4.25,Medium
Banana,Ripe,180,24.89,73.07,1.491,2.211,602.3,4.02,Medium
Brinjal,Semi-Ripe,219,26.02,74.38,0.87,3.442,503.3,5.9,Medium
Banana,Unripe,27,31.59,89.11,2.185,2.118,548.2,2.05,Low
Mango,Semi-Ripe,165,24.07,62.61,0.525,1.87,518.1,2.56,Low
Onion,Semi-Ripe,200,26.75,66.94,0.451,4.495,570.8,7.1,High
Brinjal,Ripe,5,27.73,52.96,1.238,2.532,446.7,3.52,Low
Banana,Ripe,74,33.24,65.93,1.327,1.757,363.3,0.04,Low
Tomato,Unripe,32,25.8,50.13,0.546,0.861,608.8,1.65,Low
Mango,Unripe,7,30.84,76.97,2.561,4.552,680.6,3.95,Low
Mango,Semi-Ripe,70,31.93,73.04,3.848,1.893,369.0,0.53,Low
Brinjal,Ripe,44,26.74,64.68,0.644,4.768,521.5,1.67,Low
Tomato,Unripe,215,26.16,66.79,2.832,2.939,446.1,9.87,Medium
Mango,Semi-Ripe,57,25.68,77.14,0.189,2.657,606.0,2.59,Low
Banana,Ripe,180,25.98,54.37,2.124,2.687,529.6,6.61,Medium
Brinjal,Ripe,12,30.42,70.45,0.549,4.938,899.3,5.34,Low
Tomato,Ripe,148,27.92,76.39,1.98,0.1,463.8,2.64,Low
Brinjal,Ripe,167,27.94,46.61,0.51,2.736,684.5,4.98,Medium
Banana,Ripe,36,22.5,76.22,0.953,2.208,696.2,6.64,Low
Brinjal,Unripe,103,23.13,47.91,0.567,2.266,564.0,4.56,Low
Tomato,Semi-Ripe,223,35.57,66.59,0.861,2.664,504.4,9.43,Medium
Banana,Ripe,147,26.29,54.04,3.6,2.207,511.4,3.12,Low
Banana,Semi-Ripe,194,23.9,85.17,0.927,2.707,501.2,8.06,Medium
Mango,Unripe,102,32.72,54.11,4.381,2.474,636.0,3.75,Low
Tomato,Ripe,57,28.13,48.2,0.763,1.055,395.3,2.59,Low
Mango,Unripe,113,29.31,69.6,2.841,2.92,480.7,5.01,Low
Banana,Unripe,97,26.45,63.04,0.32,3.288,466.1,3.46,Low
Tomato,Ripe,236,25.73,49.94,0.818,1.904,300.0,5.18,Medium
Onion,Ripe,103,26.32,74.31,0.687,4.555,603.1,4.61,Low
Brinjal,Unripe,151,21.47,44.1,2.934,3.969,627.6,1.06,Low
Mango,Semi-Ripe,141,26.65,55.57,1.138,3.428,423.9,2.75,Low
Tomato,Unripe,89,28.18,61.1,0.232,3.415,623.6,4.87,Low
Brinjal,Semi-Ripe,90,34.4,77.63,0.4,2.533,310.0,5.36,Low
Tomato,Ripe,203,27.34,83.55,0.492,3.756,502.9,5.58,Medium
Banana,Ripe,50,17.66,81.23,1.923,4.228,484.8,3.6,Low
Mango,Unripe,100,26.62,66.16,1.757,3.389,510.5,4.42,Medium
Mango,Ripe,160,37.96,38.87,0.81,1.873,509.9,6.14,Low
Brinjal,Unripe,13,30.47,72.69,0.681,2.456,490.8,0.09,Low
Mango,Semi-Ripe,163,23.76,85.65,1.651,3.131,453.5,3.54,Low
Mango,Semi-Ripe,200,29.36,82.81,0.454,3.422,487.0,4.77,Medium
Mango,Semi-Ripe,106,24.03,73.56,1.378,2.415,663.6,4.12,Medium
Tomato,Ripe,140,21.58,53.73,1.298,1.877,430.6,0.38,Low
Brinjal,Semi-Ripe,117,25.61,61.7,0.825,4.243,770.6,1.64,Low
Banana,Ripe,160,27.37,91.21,1.321,1.32,423.8,4.39,Medium
Mango,Semi-Ripe,12,19.51,51.0,1.074,1.465,528.8,4.47,Low
Mango,Semi-Ripe,148,22.4,54.23,1.417,1.04,568.5,3.52,Low
Onion,Semi-Ripe,109,27.04,79.31,0.393,1.462,465.0,2.61,Low
Banana,Unripe,8,25.37,62.83,1.537,3.872,665.9,3.55,Low
Brinjal,Ripe,192,28.58,53.82,2.052,3.909,565.4,4.21,Medium
Onion,Unripe,36,22.14,86.34,1.252,2.419,475.4,4.52,Low
Banana,Unripe,142,29.86,73.53,1.523,3.046,664.6,3.81,Low
Mango,Semi-Ripe,204,22.26,63.42,0.926,2.488,378.1,2.94,Medium
Onion,Ripe,221,33.57,54.25,1.866,1.189,432.1,7.71,Medium
Banana,Semi-Ripe,151,20.14,92.57,1.047,4.94,567.5,6.54,Medium
Mango,Unripe,172,22.63,67.71,0.448,4.012,596.2,2.84,Medium
Onion,Unripe,140,28.67,84.77,1.776,2.89,538.7,4.89,Medium
Brinjal,Ripe,187,33.66,78.72,0.319,1.559,484.7,4.16,Medium
Banana,Ripe,235,28.26,61.75,1.219,2.253,469.8,6.43,Medium
Mango,Unripe,110,29.25,61.84,0.764,1.738,635.8,2.24,Low
Brinjal,Ripe,99,27.07,85.36,0.731,2.607,528.8,5.26,Medium
Banana,Semi-Ripe,41,22.89,85.55,1.128,2.841,395.3,5.14,Low
Mango,Unripe,236,25.04,45.48,0.609,2.125,388.4,3.63,Medium
Tomato,Unripe,219,22.15,74.6,1.431,0.9,681.6,5.25,Medium
Onion,Ripe,170,21.89,66.55,1.041,4.845,413.7,6.73,Medium
Onion,Unripe,158,28.61,55.6,0.649,2.761,532.7,2.59,Low
Onion,Ripe,49,22.51,71.14,2.552,3.002,662.1,1.88,Low
Mango,Semi-Ripe,219,28.28,51.8,1.154,2.035,565.1,6.32,Medium
Brinjal,Ripe,13,21.79,62.4,1.555,0.782,409.1,2.37,Low
Banana,Semi-Ripe,148,28.19,58.42,2.696,2.408,378.1,1.44,Low
Mango,Unripe,61,25.05,62.0,2.665,2.144,724.4,2.66,Low
Onion,Semi-Ripe,109,32.63,67.14,1.501,3.28,375.1,6.95,Low
Mango,Ripe,22,28.29,55.81,0.809,3.497,433.6,6.48,Low
Tomato,Ripe,32,31.94,86.88,0.368,3.342,544.7,1.74,Low
Tomato,Semi-Ripe,90,23.98,73.92,1.156,3.587,473.7,1.94,Low
Onion,Unripe,95,27.22,89.53,2.152,4.484,568.9,2.82,Low
Tomato,Unripe,212,23.08,66.08,1.281,2.929,323.9,8.29,Medium
Banana,Semi-Ripe,144,25.35,61.41,0.09,3.709,474.8,5.74,Medium
Banana,Ripe,7,25.95,89.1,1.839,3.043,581.3,5.22,Low
Brinjal,Semi-Ripe,224,24.1,61.06,1.919,0.41,581.7,6.99,Medium
Onion,Semi-Ripe,147,22.14,65.86,0.81,2.33,431.3,1.89,Low
Banana,Ripe,199,21.35,76.64,1.997,1.546,377.4,3.18,Low
Brinjal,Unripe,222,17.64,53.15,1.552,2.755,525.6,3.91,Medium
Onion,Unripe,123,22.77,76.54,0.619,1.63,342.5,3.04,Low
Onion,Ripe,43,29.51,75.0,2.435,3.166,654.1,1.8,Low
Onion,Semi-Ripe,107,20.61,83.23,0.412,3.579,518.9,2.77,Low
Brinjal,Semi-Ripe,165,21.53,78.68,0.961,3.824,416.4,5.63,Medium
Mango,Ripe,8,34.16,83.6,0.896,4.281,373.5,2.84,Low
Banana,Ripe,227,24.45,66.67,0.561,0.656,424.0,7.42,Medium
Brinjal,Semi-Ripe,84,28.28,57.65,1.237,1.181,312.6,3.96,Low
Mango,Unripe,158,29.57,93.32,2.502,5.721,559.4,3.18,Medium
Onion,Ripe,236,29.65,49.68,2.395,3.61,403.7,5.67,Medium
Banana,Unripe,208,20.91,50.88,1.66,2.747,548.0,2.28,Medium
Brinjal,Unripe,178,26.08,74.78,0.305,2.535,564.5,0.47,Medium
Banana,Unripe,72,20.53,87.5,0.393,2.437,615.9,4.52,Low
Onion,Unripe,126,36.79,70.27,1.123,0.373,530.2,5.84,Medium
Brinjal,Ripe,120,20.62,79.99,0.976,1.65,635.0,4.07,Medium
Brinjal,Semi-Ripe,207,22.81,44.05,0.706,2.377,666.3,4.28,Low
Brinjal,Ripe,9,22.84,62.01,3.795,1.713,531.0,0.19,Low
Mango,Unripe,5,21.01,45.51,1.077,1.856,538.2,4.66,Low
Mango,Ripe,28,32.41,77.36,1.462,5.315,433.1,3.72,Low
Onion,Semi-Ripe,230,36.69,49.43,1.997,2.223,381.5,5.78,Medium
Banana,Semi-Ripe,130,25.1,52.67,1.039,2.806,653.8,4.05,Medium
Brinjal,Unripe,168,21.72,74.17,6.133,2.767,572.7,3.67,Medium
Banana,Ripe,22,18.05,80.74,0.518,3.148,582.4,0.76,Low
Tomato,Semi-Ripe,3,26.02,66.09,0.654,1.975,429.1,2.99,Low
Banana,Ripe,156,25.73,74.84,0.517,3.872,694.9,3.4,Low
Tomato,Ripe,170,24.39,74.45,2.986,2.988,472.6,3.78,Medium
Tomato,Unripe,102,27.89,65.41,1.753,1.084,403.8,6.82,Low
Mango,Ripe,20,28.58,54.86,0.683,2.382,431.2,2.65,Low
Mango,Semi-Ripe,118,28.29,74.78,0.546,2.311,688.5,0.0,Low
Brinjal,Unripe,154,25.74,75.36,2.636,2.26,366.7,3.38,Low
Mango,Ripe,51,22.59,78.73,1.288,3.06,409.9,1.31,Low
Brinjal,Unripe,72,29.66,71.74,2.684,3.198,847.8,3.11,Low
Mango,Ripe,179,27.05,53.98,0.959,3.068,612.9,2.08,Medium
Onion,Ripe,51,30.55,76.28,1.431,2.873,412.0,3.89,Low
Banana,Unripe,23,30.16,67.98,1.234,2.594,370.2,2.24,Low
Tomato,Semi-Ripe,151,21.31,62.21,0.646,0.134,300.0,3.46,Low
Tomato,Ripe,5,21.26,64.46,0.904,3.356,511.7,2.83,Low
Tomato,Semi-Ripe,104,23.98,59.72,0.436,3.037,587.4,3.61,Low
Banana,Ripe,137,22.77,78.67,1.413,1.417,682.3,3.9,Medium
Mango,Ripe,15,30.02,50.98,1.704,2.809,300.0,2.28,Low
Tomato,Unripe,157,28.41,56.08,2.0,3.213,341.0,4.35,Low
Brinjal,Semi-Ripe,198,31.4,64.05,1.595,3.788,485.7,5.49,Medium
Onion,Ripe,234,28.59,87.37,0.914,3.061,834.5,5.7,Medium
Onion,Semi-Ripe,64,27.83,80.65,2.964,2.854,606.3,5.3,Low
Tomato,Semi-Ripe,78,31.8,48.31,1.868,3.541,544.7,2.45,Low
Onion,Ripe,148,28.88,84.22,2.643,2.163,353.0,4.7,Medium
Banana,Unripe,144,27.27,84.19,2.762,2.953,300.0,8.63,Medium
Mango,Semi-Ripe,146,32.92,53.91,0.916,1.817,504.7,4.18,Medium
Tomato,Semi-Ripe,75,27.46,37.74,1.312,3.721,488.1,3.4,Low
Brinjal,Ripe,13,25.78,67.13,1.72,0.729,467.9,0.38,Low
Mango,Ripe,6,23.65,81.47,0.447,3.398,454.3,1.29,Low
Brinjal,Ripe,240,29.81,87.1,0.454,2.519,410.2,5.19,Medium
Banana,Semi-Ripe,97,31.95,57.55,0.403,3.562,382.7,4.62,Low
Onion,Semi-Ripe,107,26.8,89.02,0.927,1.641,666.7,4.95,Medium
Brinjal,Unripe,150,32.23,41.26,0.792,2.599,393.6,4.89,Low
Brinjal,Ripe,49,19.12,63.58,0.366,2.567,466.9,4.54,Low
Banana,Unripe,92,26.78,62.99,1.11,2.977,495.3,1.81,Low
Banana,Unripe,105,26.84,81.83,0.935,1.348,584.8,4.64,Medium
Tomato,Semi-Ripe,22,24.09,83.58,2.288,3.2,397.8,2.79,Low
Brinjal,Ripe,145,36.54,79.45,4.092,0.47,617.4,4.46,Medium
Brinjal,Ripe,46,26.74,51.79,1.376,1.765,430.4,2.4,Low
Mango,Unripe,0,25.37,78.35,0.614,0.781,480.6,0.78,Low
Tomato,Semi-Ripe,149,27.1,74.11,1.573,3.411,697.2,2.1,Low
Brinjal,Unripe,72,18.99,47.95,1.007,2.94,383.7,3.94,Low
Brinjal,Semi-Ripe,172,23.96,43.2,0.845,3.002,586.5,5.46,Medium
Brinjal,Ripe,129,30.93,80.46,0.547,4.121,620.6,3.81,Medium
Tomato,Semi-Ripe,7,24.48,65.84,0.723,2.152,537.2,2.56,Low
Onion,Ripe,167,23.68,52.58,0.883,3.171,485.9,3.21,Low
Mango,Semi-Ripe,9,32.24,65.5,1.756,2.573,755.1,3.51,Low
Mango,Ripe,75,32.36,72.37,1.43,2.405,498.3,3.51,Low
Banana,Semi-Ripe,165,29.07,67.01,3.589,3.937,524.5,3.82,Medium
Onion,Ripe,97,25.18,49.38,1.603,4.79,459.6,5.22,Medium
Onion,Ripe,92,26.04,90.63,1.346,2.025,518.1,4.77,Low
Tomato,Ripe,53,23.78,80.05,0.807,3.417,615.7,0.37,Low
Onion,Semi-Ripe,106,23.02,63.98,0.484,2.851,467.0,3.86,Low
Brinjal,Semi-Ripe,70,22.82,64.46,0.671,2.864,300.0,1.62,Low
Onion,Ripe,228,24.53,72.31,0.613,2.772,561.6,5.49,Medium
Onion,Ripe,165,22.86,54.44,0.167,2.134,370.6,0.0,Low
Banana,Unripe,219,20.75,71.87,0.494,0.1,589.0,5.48,Low
Tomato,Unripe,81,27.88,52.03,3.07,4.188,499.8,4.75,Low
Tomato,Unripe,228,27.94,67.15,1.294,1.736,613.2,5.04,Medium
Brinjal,Unripe,67,33.8,53.98,0.768,2.234,386.2,1.21,Low
Tomato,Unripe,74,24.33,54.58,1.322,2.258,435.8,6.91,Low
Brinjal,Unripe,71,28.18,87.75,0.255,1.638,459.2,5.43,Low
Tomato,Unripe,142,28.25,68.71,1.218,2.764,322.1,3.25,Low
Onion,Ripe,147,25.98,70.49,2.445,2.451,633.4,3.79,Low
Mango,Ripe,15,29.98,43.86,0.919,1.712,304.9,0.0,Low
Tomato,Unripe,135,30.1,60.84,0.289,2.664,631.7,4.97,Medium
Mango,Semi-Ripe,229,28.31,73.53,0.748,2.464,550.9,2.78,Medium
Onion,Semi-Ripe,98,25.98,70.33,2.449,3.521,476.1,4.88,Low
Banana,Ripe,168,25.57,42.15,1.198,1.026,541.4,6.36,Low
Onion,Unripe,152,21.53,70.49,0.371,1.614,538.1,4.2,Medium
Mango,Ripe,236,23.78,72.4,5.245,3.298,451.9,3.42,Medium
Brinjal,Unripe,154,24.51,83.41,0.416,1.796,535.8,6.6,Medium
Tomato,Semi-Ripe,113,22.5,60.14,0.844,1.506,587.7,3.86,Low
Banana,Semi-Ripe,3,28.76,41.1,0.484,1.851,386.6,2.7,Low
Mango,Unripe,193,31.79,56.04,0.484,2.389,541.5,3.14,Low
Brinjal,Unripe,81,23.37,54.84,0.729,2.393,300.0,3.82,Low
Brinjal,Semi-Ripe,222,28.13,76.84,1.561,2.269,300.0,4.8,Medium
Tomato,Ripe,58,22.86,35.4,2.468,1.369,567.7,0.8,Low
Brinjal,Semi-Ripe,105,25.78,62.62,0.763,3.35,449.9,6.17,Low
Brinjal,Ripe,199,24.24,85.11,0.493,3.959,397.6,8.05,Medium
Mango,Semi-Ripe,36,29.41,68.09,1.398,0.399,493.6,4.76,Low
Tomato,Semi-Ripe,66,24.28,78.76,1.427,0.791,452.5,4.86,Low
Banana,Ripe,190,31.05,48.3,1.183,3.603,381.4,7.96,Medium
Mango,Semi-Ripe,76,26.02,48.78,1.213,4.227,303.3,1.53,Low
Brinjal,Ripe,230,24.4,85.25,0.924,0.158,300.0,3.35,Medium
Tomato,Ripe,129,21.99,69.21,1.071,3.397,588.7,3.3,Low
Mango,Semi-Ripe,198,28.01,69.24,0.881,4.302,449.3,5.41,Medium
Brinjal,Semi-Ripe,131,30.58,54.58,2.115,1.551,616.3,3.55,Medium
Onion,Unripe,10,28.09,69.21,4.758,4.238,448.1,0.78,Low
Banana,Unripe,195,35.96,54.25,1.134,2.304,542.6,4.85,Medium
Tomato,Ripe,101,32.72,82.24,0.995,2.846,485.0,3.54,Medium
Brinjal,Semi-Ripe,93,25.77,95.0,1.196,1.709,505.3,5.13,Low
Tomato,Ripe,177,25.73,73.81,0.631,3.601,511.2,4.7,Low
Tomato,Semi-Ripe,67,28.88,60.38,1.708,3.418,446.5,0.0,Low
Brinjal,Unripe,103,23.65,37.6,1.362,4.397,352.4,4.43,Low
Mango,Semi-Ripe,146,31.67,47.79,0.745,4.085,591.9,7.1,Medium
Tomato,Unripe,142,28.45,86.66,1.88,2.49,691.2,4.26,Medium
Banana,Semi-Ripe,175,28.03,55.65,1.013,5.919,699.1,6.38,Medium
Mango,Semi-Ripe,19,29.75,63.55,0.507,3.986,433.6,1.82,Low
Brinjal,Ripe,239,33.89,75.86,1.279,3.095,412.0,6.39,Medium
Onion,Ripe,146,27.68,85.79,1.18,1.403,433.5,2.91,Low
Tomato,Semi-Ripe,149,26.55,65.6,1.959,0.817,478.9,3.84,Low
Brinjal,Ripe,212,33.03,63.14,1.79,0.91,493.7,4.61,Medium
Brinjal,Unripe,118,30.87,68.86,0.926,1.473,380.2,4.77,Low
Onion,Semi-Ripe,7,25.72,60.47,0.719,4.015,322.4,1.1,Low
Mango,Semi-Ripe,32,27.02,61.11,1.001,3.036,506.0,0.25,Low
Tomato,Semi-Ripe,228,27.78,72.94,1.29,1.825,300.0,6.08,Medium
Onion,Ripe,237,28.45,70.22,1.403,2.351,487.9,6.12,Medium
Tomato,Semi-Ripe,20,21.57,93.58,1.235,2.216,386.6,2.94,Low
Banana,Unripe,165,20.83,73.27,0.938,3.38,593.6,6.16,Medium
Brinjal,Semi-Ripe,159,23.45,81.81,2.009,1.533,625.7,4.04,Medium
Tomato,Unripe,39,23.14,55.14,0.624,2.885,628.5,3.47,Low
Mango,Semi-Ripe,189,24.42,74.3,5.672,2.83,458.4,4.14,Medium
Tomato,Ripe,110,29.54,59.32,1.706,1.566,363.8,3.35,Low
Onion,Unripe,55,26.32,72.75,0.454,4.247,402.2,3.77,Low
Mango,Semi-Ripe,135,27.79,76.26,1.138,2.175,534.5,8.2,Medium
Brinjal,Unripe,218,22.1,68.6,1.718,1.408,302.5,6.45,Medium
Mango,Unripe,52,25.15,95.0,0.783,3.438,667.2,4.11,Low
Brinjal,Unripe,149,29.35,85.14,0.351,2.56,460.3,5.68,Medium
Brinjal,Semi-Ripe,176,29.38,82.13,0.483,2.949,560.0,0.39,Low
Tomato,Semi-Ripe,150,24.1,77.17,1.462,1.197,300.0,4.87,Low
Brinjal,Semi-Ripe,156,27.65,89.16,0.293,3.394,388.9,6.01,Medium
Brinjal,Unripe,174,35.8,50.76,0.363,4.89,300.0,4.74,Low
Tomato,Unripe,56,26.93,84.44,1.456,1.111,622.5,3.09,Low
Mango,Unripe,24,24.23,56.11,0.856,2.89,480.8,1.1,Low
Onion,Ripe,238,26.3,61.23,0.614,1.636,568.6,4.58,Medium
Banana,Semi-Ripe,77,27.37,74.74,0.707,5.459,507.6,1.92,Low
Tomato,Semi-Ripe,228,26.4,82.8,0.357,3.864,556.2,7.04,Medium
Brinjal,Unripe,64,26.87,54.16,1.404,2.81,459.5,5.97,Low
